ID,Mahalla,Tuman,ID (tuman)
3153,J.Hamroev MFY,Xatirchi tumani,96
3154,K.Arab MFY,Xatirchi tumani,96
3155,A.Temur MFY,Xatirchi tumani,96
3156,Qurg`oncha MFY,Xatirchi tumani,96
3157,T.Shirinov MFY,Xatirchi tumani,96
3158,Yangiyul QFY,Xatirchi tumani,96
3159,Paxtakor MFY,Xatirchi tumani,96
3160,Novja MFY,Xatirchi tumani,96
3161,Xujakulobod MFY,Xatirchi tumani,96
3162,Toshquloq MFY,Xatirchi tumani,96
3163,Ikrom Karvon MFY,Xatirchi tumani,96
3164,Istiqlol MFY,Xatirchi tumani,96
3165,Tamabaxrin MFY,Xatirchi tumani,96
3166,Polvon ota MFY,Xatirchi tumani,96
3167,Avoqli MFY,Xatirchi tumani,96
3168,Kuksaroy MFY,Xatirchi tumani,96
3169,Olchinobod QFY,Xatirchi tumani,96
3170,Oq-oltin MFY,Xatirchi tumani,96
3171,T.Narzullaev MFY,Xatirchi tumani,96
3172,Jaloyir MFY,Xatirchi tumani,96
3173,A.Jumanov MFY,Xatirchi tumani,96
3174,M.Ulug`bek MFY,Xatirchi tumani,96
3175,N.Uroqov MFY,Xatirchi tumani,96
3176,Madaniyat MFY,Xatirchi tumani,96
3177,Xonaqa QFY,Xatirchi tumani,96
3178,Yangi MFY,Xatirchi tumani,96
3179,Bug`irdoq MFY,Xatirchi tumani,96
3180,Jaloer MFY,Xatirchi tumani,96
3181,Uyshun MFY,Xatirchi tumani,96
3182,Chag`atoy MFY,Xatirchi tumani,96
3183,Tasmachi MFY,Xatirchi tumani,96
3184,Oltinobod MFY,Xatirchi tumani,96
3185,Mirdosh MFY,Xatirchi tumani,96
3186,Uchqora MFY,Xatirchi tumani,96
3187,Pulkan Shoir QFY,Xatirchi tumani,96
3188,Oltinsoy MFY,Xatirchi tumani,96
3189,Angidon MFY,Xatirchi tumani,96
3190,Sangijuman MFY,Xatirchi tumani,96
3191,Baxshijar MFY,Xatirchi tumani,96
3192,Oqtepa MFY,Xatirchi tumani,96
3193,Maydon MFY,Xatirchi tumani,96
3194,A.Dadaxonov MFY,Kosonsoy tumani,97
3195,A.Jomiy MFY,Kosonsoy tumani,97
3196,A.Navoiy MFY,Kosonsoy tumani,97
3197,Beshketmon MFY,Kosonsoy tumani,97
3198,Baxoriston MFY,Kosonsoy tumani,97
3199,Bog kucha MFY,Kosonsoy tumani,97
3200,Bog MFY,Kosonsoy tumani,97
3201,Bogishamol MFY,Kosonsoy tumani,97
3202,Bogishamol-1 MFY,Kosonsoy tumani,97
3203,Bomraxa MFY,Kosonsoy tumani,97
3204,Bulokboshi MFY,Kosonsoy tumani,97
3205,Buston MFY,Kosonsoy tumani,97
3206,Chak MFY,Kosonsoy tumani,97
3207,Chindovul MFY,Kosonsoy tumani,97
3208,Chindovul QFY,Kosonsoy tumani,97
3209,Chorbog MFY,Kosonsoy tumani,97
3210,Chungbosh MFY,Kosonsoy tumani,97
3211,Chust kucha MFY,Kosonsoy tumani,97
3212,Dam MFY,Kosonsoy tumani,97
3213,Dilshod MFY,Kosonsoy tumani,97
3214,Gul bog MFY,Kosonsoy tumani,97
3215,Guliston-1 MFY,Kosonsoy tumani,97
3216,Guliston-2 MFY,Kosonsoy tumani,97
3217,Gulobod MFY,Kosonsoy tumani,97
3218,Gurmiron MFY,Kosonsoy tumani,97
3219,Guzar MFY,Kosonsoy tumani,97
3220,Iftixor MFY,Kosonsoy tumani,97
3221,Jar MFY,Kosonsoy tumani,97
3222,Korasuv MFY,Kosonsoy tumani,97
3223,Koson QFY,Kosonsoy tumani,97
3224,Kozokovul MFY,Kosonsoy tumani,97
3225,Kukumboy MFY,Kosonsoy tumani,97
3226,M`azam MFY,Kosonsoy tumani,97
3227,Navbaxor MFY,Kosonsoy tumani,97
3228,Navbaxor-1 MFY,Kosonsoy tumani,97
3229,Navruz MFY,Kosonsoy tumani,97
3230,o`Ashirov MFY,Kosonsoy tumani,97
3231,Obod MFY,Kosonsoy tumani,97
3232,Obodon MFY,Kosonsoy tumani,97
3233,Olmazor MFY,Kosonsoy tumani,97
3234,Ozod MFY,Kosonsoy tumani,97
3235,Panixon MFY,Kosonsoy tumani,97
3236,Qorasuv QFY,Kosonsoy tumani,97
3237,Ququmboy QFY,Kosonsoy tumani,97
3238,Ravot MFY,Kosonsoy tumani,97
3239,S.Sheroziy MFY,Kosonsoy tumani,97
3240,Sadacha MFY,Kosonsoy tumani,97
3241,Shayxon MFY,Kosonsoy tumani,97
3242,Shirin QFY,Kosonsoy tumani,97
3243,Soy buyi MFY,Kosonsoy tumani,97
3244,Soycha MFY,Kosonsoy tumani,97
3245,Tergachi QFY,Kosonsoy tumani,97
3246,Tagijar MFY,Kosonsoy tumani,97
3247,Takarang MFY,Kosonsoy tumani,97
3248,Taxta kuprik MFY,Kosonsoy tumani,97
3249,Uchkurgon MFY,Kosonsoy tumani,97
3250,Urikzor MFY,Kosonsoy tumani,97
3251,Urta kucha MFY,Kosonsoy tumani,97
3252,Urta tukay MFY,Kosonsoy tumani,97
3253,O`zbekiston MFY,Kosonsoy tumani,97
3254,Uzunkishlok MFY,Kosonsoy tumani,97
3255,Xonkurgon MFY,Kosonsoy tumani,97
3256,Xuriyat MFY,Kosonsoy tumani,97
3257,Xurriyat-1 MFY,Kosonsoy tumani,97
3258,Yalama MFY,Kosonsoy tumani,97
3259,Yangi shaxar MFY,Kosonsoy tumani,97
3260,Yangi yul MFY,Kosonsoy tumani,97
3261,Yoshlik MFY,Kosonsoy tumani,97
3262,Yoshlik QFY,Kosonsoy tumani,97
3263,Yu.Sh.M MFY,Kosonsoy tumani,97
3264,Alami MFY,Mingbuloq tumani,98
3265,Beserka MFY,Mingbuloq tumani,98
3266,Baland Gurtepa MFY,Mingbuloq tumani,98
3267,Birlashgan MFY,Mingbuloq tumani,98
3268,Bozorboshi MFY,Mingbuloq tumani,98
3269,Bo`ston qfy,Mingbuloq tumani,98
3270,Chordona MFY,Mingbuloq tumani,98
3271,Damkul MFY,Mingbuloq tumani,98
3272,Dovduq QFY,Mingbuloq tumani,98
3273,Farovon MFY,Mingbuloq tumani,98
3274,Guliston MFY,Mingbuloq tumani,98
3275,Gulobog` QFY,Mingbuloq tumani,98
3276,Gurtepa QFY,Mingbuloq tumani,98
3277,Ingichka MFY,Mingbuloq tumani,98
3278,Jomashuy SHFY,Mingbuloq tumani,98
3279,Kayrogochovul MFY,Mingbuloq tumani,98
3280,Kichik jomashuy MFY,Mingbuloq tumani,98
3281,Kirkchek MFY,Mingbuloq tumani,98
3282,Kizilkum MFY,Mingbuloq tumani,98
3283,Kolgandaryo,Mingbuloq tumani,98
3284,Kora shaxar MFY,Mingbuloq tumani,98
3285,Kozokovul MFY,Mingbuloq tumani,98
3286,Kugolikul MFY,Mingbuloq tumani,98
3287,Kurikobod MFY,Mingbuloq tumani,98
3288,Kushkishlok MFY,Mingbuloq tumani,98
3289,Mexnaobod MFY,Mingbuloq tumani,98
3290,Mexnaobod QFY,Mingbuloq tumani,98
3291,Madaniyat MFY,Mingbuloq tumani,98
3292,Madiyarovul MFY,Mingbuloq tumani,98
3293,Momoxon QFY,Mingbuloq tumani,98
3294,Momoxon MFY,Mingbuloq tumani,98
3295,Mulkobod MFY,Mingbuloq tumani,98
3296,Mustakillik MFY,Mingbuloq tumani,98
3297,Nayman MFY,Mingbuloq tumani,98
3298,Oltinko`l QFY,Mingbuloq tumani,98
3299,Oyb?k MFY,Mingbuloq tumani,98
3300,Paxtakor MFY,Mingbuloq tumani,98
3301,Serxarakat MFY,Mingbuloq tumani,98
3302,Tegirmonboshi MFY,Mingbuloq tumani,98
3303,Tollik MFY,Mingbuloq tumani,98
3304,Tupsada MFY,Mingbuloq tumani,98
3305,Urta kishlok MFY,Mingbuloq tumani,98
3306,Uyurchi damkul MFY,Mingbuloq tumani,98
3307,Uzgarish MFY,Mingbuloq tumani,98
3308,Xayitobod MFY,Mingbuloq tumani,98
3309,Yakkatol MFY,Mingbuloq tumani,98
3310,Yangi Gulbog` MFY,Mingbuloq tumani,98
3311,Yangiobod MFY,Mingbuloq tumani,98
3312,Yoshlik MFY,Mingbuloq tumani,98
3313,Anjirzor MFY,Namangan tumani,99
3314,Bektemir (jamoatchi) MFY,Namangan tumani,99
3315,Beshkapa MFY,Namangan tumani,99
3316,Bodomzor (jamoatchi) MFY,Namangan tumani,99
3317,Bog` kucha MFY,Namangan tumani,99
3318,Bog` mahalla MFY,Namangan tumani,99
3319,Bog`ishamol QFY,Namangan tumani,99
3320,Bozorboshi MFY,Namangan tumani,99
3321,Bo`ston MFY,Namangan tumani,99
3322,Chag`ir MFY,Namangan tumani,99
3323,Dasht MFY,Namangan tumani,99
3324,Elatan MFY,Namangan tumani,99
3325,Eshobod MFY,Namangan tumani,99
3326,G`alcha-1 MFY,Namangan tumani,99
3327,G`alcha-2 MFY,Namangan tumani,99
3328,G`alcha-3 MFY,Namangan tumani,99
3329,G`lcha QFY,Namangan tumani,99
3330,G`irvon QFY,Namangan tumani,99
3331,G`uldirov MFY,Namangan tumani,99
3332,I.Raxmatov QFY,Namangan tumani,99
3333,Irvadon -1 MFY,Namangan tumani,99
3334,Irvadon -2 MFY,Namangan tumani,99
3335,Irvadon -3 MFY,Namangan tumani,99
3336,Irvadon QFY,Namangan tumani,99
3337,Katta Toshbuloq MFY,Namangan tumani,99
3338,Kaykovus MFY,Namangan tumani,99
3339,Kichik qurama MFY,Namangan tumani,99
3340,Kichik Toshbuloq MFY,Namangan tumani,99
3341,Ko`l bo`yi MFY,Namangan tumani,99
3342,Ko`lqo`rg`on (jamoatchi) MFY,Namangan tumani,99
3343,Qumkurg`on QFY,Namangan tumani,99
3344,Kurmak MFY,Namangan tumani,99
3345,Mallahovuz MFY,Namangan tumani,99
3346,Mallaxovuz MFY,Namangan tumani,99
3347,Mirishkor QFY,Namangan tumani,99
3348,Mirishkor-1 MFY,Namangan tumani,99
3349,Mirishkor-2 MFY,Namangan tumani,99
3350,Mullakudung-1 MFY,Namangan tumani,99
3351,Mullakudung-2 MFY,Namangan tumani,99
3352,Ne`matjon MFY,Namangan tumani,99
3353,No`g`ayqo`rg`on MFY,Namangan tumani,99
3354,Olaxamak MFY,Namangan tumani,99
3355,Oq ?r MFY,Namangan tumani,99
3356,Oq buloq MFY,Namangan tumani,99
3357,Oq-Er MFY,Namangan tumani,99
3358,Orzu MFY,Namangan tumani,99
3359,Oxunboboev QFY,Namangan tumani,99
3360,O`lmas MFY,Namangan tumani,99
3361,O`rta G`irvon MFY,Namangan tumani,99
3362,O`rta Rovuston MFY,Namangan tumani,99
3363,Past Qiyot MFY,Namangan tumani,99
3364,Qirg`izqo`rg`on MFY,Namangan tumani,99
3365,Qorako`l MFY,Namangan tumani,99
3366,Qoratepa 1 MFY,Namangan tumani,99
3367,Qoratepa 2 MFY,Namangan tumani,99
3368,Qo`qon-qishloq MFY,Namangan tumani,99
3369,Qumqo`rg`on 1 MFY,Namangan tumani,99
3370,Qumqo`rg`on 2 MFY,Namangan tumani,99
3371,Qurama MFY,Namangan tumani,99
3372,Quyi G`irvon MFY,Namangan tumani,99
3373,Quyi Rovuston MFY,Namangan tumani,99
3374,Sherbuloq MFY,Namangan tumani,99
3375,Shamsiko`l MFY,Namangan tumani,99
3376,Shishaki MFY,Namangan tumani,99
3377,Sho`rqishloq MFY,Namangan tumani,99
3378,Sho`rqo`rg`on MFY,Namangan tumani,99
3379,Shurkishlok QFY,Namangan tumani,99
3380,Tepa MFY,Namangan tumani,99
3381,Tepa Qiyot MFY,Namangan tumani,99
3382,Tepakurg`on QFY,Namangan tumani,99
3383,Tepaqo`rg`on MFY,Namangan tumani,99
3384,Toshbuloq SHFY,Namangan tumani,99
3385,To`sar MFY,Namangan tumani,99
3386,Urganji MFY,Namangan tumani,99
3387,Uzbekiston QFY,Namangan tumani,99
3388,Xonobod QFY,Namangan tumani,99
3389,Xonobod MFY,Namangan tumani,99
3390,xo`jaqishloq-1 MFY,Namangan tumani,99
3391,xo`jaqishloq-2 MFY,Namangan tumani,99
3392,Yangi yo`l MFY,Namangan tumani,99
3393,Yuqori G`irvon MFY,Namangan tumani,99
3394,Yuqori Rovuston MFY,Namangan tumani,99
3395,A.Beruniy MFY,Namangan shahri,100
3396,A.Fazliy MFY,Namangan shahri,100
3397,Alpomish MFY,Namangan shahri,100
3398,Atangan Guzar MFY,Namangan shahri,100
3399,Avliyo Domla MFY,Namangan shahri,100
3400,Axsikent MFY,Namangan shahri,100
3401,B. Eshon MFY,Namangan shahri,100
3402,Baxor MFY,Namangan shahri,100
3403,Baynalminal MFY,Namangan shahri,100
3404,Bunyodkor MFY,Namangan shahri,100
3405,Buston MFY,Namangan shahri,100
3406,Chinor MFY,Namangan shahri,100
3407,Chorsu MFY,Namangan shahri,100
3408,Dambog` MFY,Namangan shahri,100
3409,Dashtbog` MFY,Namangan shahri,100
3410,Davlatobod MFY,Namangan shahri,100
3411,Do`stlik MFY,Namangan shahri,100
3412,Furqat MFY,Namangan shahri,100
3413,G`isht kuprik MFY,Namangan shahri,100
3414,Gulbog MFY,Namangan shahri,100
3415,Guliston MFY,Namangan shahri,100
3416,Gulpora MFY,Namangan shahri,100
3417,Gulshan MFY,Namangan shahri,100
3418,Guncha MFY,Namangan shahri,100
3419,Guzal MFY,Namangan shahri,100
3420,Isfarxon MFY,Namangan shahri,100
3421,Ishchi MFY,Namangan shahri,100
3422,Ishonch MFY,Namangan shahri,100
3423,Islomobod MFY,Namangan shahri,100
3424,Isok Chuyan MFY,Namangan shahri,100
3425,Istikbol MFY,Namangan shahri,100
3426,Istiqlol MFY,Namangan shahri,100
3427,Kurashxona MFY,Namangan shahri,100
3428,M.Maorif MFY,Namangan shahri,100
3429,Mexnatobod MFY,Namangan shahri,100
3430,Mexribonlik MFY,Namangan shahri,100
3431,Ma`naviyat MFY,Namangan shahri,100
3432,Ma`rifat MFY,Namangan shahri,100
3433,Madaniy MFY,Namangan shahri,100
3434,Majnuntol MFY,Namangan shahri,100
3435,Marg`ilon MFY,Namangan shahri,100
3436,Mashrab MFY,Namangan shahri,100
3437,Mingchinor MFY,Namangan shahri,100
3438,Mingterak MFY,Namangan shahri,100
3439,Must.5-yilligi MFY,Namangan shahri,100
3440,Mustakillik MFY,Namangan shahri,100
3441,Navbaxor MFY,Namangan shahri,100
3442,Navruz MFY,Namangan shahri,100
3443,Nurobod MFY,Namangan shahri,100
3444,Obixayot MFY,Namangan shahri,100
3445,Obod MFY,Namangan shahri,100
3446,Olvalizor MFY,Namangan shahri,100
3447,Oromgox MFY,Namangan shahri,100
3448,Ozod MFY,Namangan shahri,100
3449,O`zbekiston MFY,Namangan shahri,100
3450,Porloq MFY,Namangan shahri,100
3451,Qadamjoy MFY,Namangan shahri,100
3452,R.Mumin MFY,Namangan shahri,100
3453,S.Guzari MFY,Namangan shahri,100
3454,Sardoba MFY,Namangan shahri,100
3455,Shark tongi MFY,Namangan shahri,100
3456,Sharshara MFY,Namangan shahri,100
3457,Sixatgoh MFY,Namangan shahri,100
3458,Soxibkor MFY,Namangan shahri,100
3459,Sufizoda MFY,Namangan shahri,100
3460,Tinchlik MFY,Namangan shahri,100
3461,To`quvchi MFY,Namangan shahri,100
3462,Uch yog`och MFY,Namangan shahri,100
3463,Umid MFY,Namangan shahri,100
3464,Haqiqat MFY,Namangan shahri,100
3465,Xalklar dustligi MFY,Namangan shahri,100
3466,Xasti-Xizir MFY,Namangan shahri,100
3467,Yakkasada MFY,Namangan shahri,100
3468,Yangi asr MFY,Namangan shahri,100
3469,Yangi kurilish MFY,Namangan shahri,100
3470,Yangi rivojiya MFY,Namangan shahri,100
3471,Yaagi tong MFY,Namangan shahri,100
3472,Yangi xayot MFY,Namangan shahri,100
3473,Yangi yul MFY,Namangan shahri,100
3474,Zarafshon MFY,Namangan shahri,100
3475,Zarbdor MFY,Namangan shahri,100
3476,Zarkent MFY,Namangan shahri,100
3477,Ettiqashqa MFY,Norin tumani,101
3478,A.Ikromov MFY,Norin tumani,101
3479,Bobur MFY,Norin tumani,101
3480,Boyovul MFY,Norin tumani,101
3481,Buritepa MFY,Norin tumani,101
3482,Buzulmas MFY,Norin tumani,101
3483,Changitma MFY,Norin tumani,101
3484,Dumar MFY,Norin tumani,101
3485,Do`stlik MFY,Norin tumani,101
3486,Furqat MFY,Norin tumani,101
3487,Kemaboshi MFY,Norin tumani,101
3488,Katta Ulmas MFY,Norin tumani,101
3489,Katta Yaydok MFY,Norin tumani,101
3490,Katta-Oktovlik MFY,Norin tumani,101
3491,Kiziltov MFY,Norin tumani,101
3492,Korateri MFY,Norin tumani,101
3493,Kozokovul MFY,Norin tumani,101
3494,Kukmozor MFY,Norin tumani,101
3495,Qurama MFY,Norin tumani,101
3496,Qurg`oncha MFY,Norin tumani,101
3497,Kurg`ontepa QFY,Norin tumani,101
3498,Kusharik MFY,Norin tumani,101
3499,Kushchek MFY,Norin tumani,101
3500,Kuyultepa MFY,Norin tumani,101
3501,Margizor QFY,Norin tumani,101
3502,Margizor MFY,Norin tumani,101
3503,Mirsultonchek MFY,Norin tumani,101
3504,Mustakillikning 20 yilligi,Norin tumani,101
3505,Navoiy MFY,Norin tumani,101
3506,Naymanobod MFY,Norin tumani,101
3507,Norinkapa QFY,Norin tumani,101
3508,Norinkapa MFY,Norin tumani,101
3509,Otbozor MFY,Norin tumani,101
3510,Pastki-chuja MFY,Norin tumani,101
3511,Paxtaqishloq QFY,Norin tumani,101
3512,Polvonkul MFY,Norin tumani,101
3513,S.Raximov MFY,Norin tumani,101
3514,Shoxidmozor MFY,Norin tumani,101
3515,Shoxidon MFY,Norin tumani,101
3516,Shurariq MFY,Norin tumani,101
3517,Sirmok MFY,Norin tumani,101
3518,Soy buyi MFY,Norin tumani,101
3519,Suzakovul MFY,Norin tumani,101
3520,Tegirmonboshi MFY,Norin tumani,101
3521,Toshkin MFY,Norin tumani,101
3522,Toshlok QFY,Norin tumani,101
3523,Toshlok MFY,Norin tumani,101
3524,Tuda QFY,Norin tumani,101
3525,Tuda MFY,Norin tumani,101
3526,Tulkin MFY,Norin tumani,101
3527,Uchtepa QFY,Norin tumani,101
3528,Uchtepa MFY,Norin tumani,101
3529,O`zbekiston MFY,Norin tumani,101
3530,Xajintoli MFY,Norin tumani,101
3531,Xo`jaqurgoncha MFY,Norin tumani,101
3532,Xo`jaobod QFY,Norin tumani,101
3533,Xo`jaobod MFY,Norin tumani,101
3534,Yangi tong MFY,Norin tumani,101
3535,Yangi-Farg`ona MFY,Norin tumani,101
3536,Yashik MFY,Norin tumani,101
3537,Yaydok MFY,Norin tumani,101
3538,Yuqori-Chuja MFY,Norin tumani,101
3539,Zarbdor MFY,Norin tumani,101
3540,A.Kaxxor MFY,Pop tumani,102
3541,A.Navoyi MFY,Pop tumani,102
3542,Birlashgan MFY,Pop tumani,102
3543,Bog kucha MFY,Pop tumani,102
3544,Bog MFY,Pop tumani,102
3545,Buchiyon MFY,Pop tumani,102
3546,Chartok MFY,Pop tumani,102
3547,Chiganok MFY,Pop tumani,102
3548,Chinor MFY,Pop tumani,102
3549,Chodak boshi MFY,Pop tumani,102
3550,Chodak QFY,Pop tumani,102
3551,Chorkesar MFY,Pop tumani,102
3552,Chorkesar SHFY,Pop tumani,102
3553,Do`stlik MFY,Pop tumani,102
3554,Do`stlik MFY,Pop tumani,102
3555,Eski qishloq MFY,Pop tumani,102
3556,Guliston MFY,Pop tumani,102
3557,G`urumsaroy MFY,Pop tumani,102
3558,Guzar MFY,Pop tumani,102
3559,Imom ota MFY,Pop tumani,102
3560,Iskovut MFY,Pop tumani,102
3561,Ittifoq MFY,Pop tumani,102
3562,Kenagas MFY,Pop tumani,102
3563,Kalqurbon MFY,Pop tumani,102
3564,Kandig`on MFY,Pop tumani,102
3565,Qushminor MFY,Pop tumani,102
3566,Qushtepa MFY,Pop tumani,102
3567,M.Toshmatov QFY,Pop tumani,102
3568,M.Umurzaqov QFY,Pop tumani,102
3569,Madaniyat MFY,Pop tumani,102
3570,Madanyat QFY,Pop tumani,102
3571,Margizor-1 MFY,Pop tumani,102
3572,Margizor-2 MFY,Pop tumani,102
3573,Mayda millat MFY,Pop tumani,102
3574,Maydon MFY,Pop tumani,102
3575,Mozor MFY,Pop tumani,102
3576,Muqimiy MFY,Pop tumani,102
3577,Navbaxor SHFY,Pop tumani,102
3578,Navboxor MFY,Pop tumani,102
3579,Navruz MFY,Pop tumani,102
3580,Nayman MFY,Pop tumani,102
3581,Nayman QFY,Pop tumani,102
3582,Olmozor MFY,Pop tumani,102
3583,Oltinkon SHFY,Pop tumani,102
3584,Oybek MFY,Pop tumani,102
3585,Paxtakor MFY,Pop tumani,102
3586,Paxtaobod QFY,Pop tumani,102
3587,Pillakash MFY,Pop tumani,102
3588,Pilol MFY,Pop tumani,102
3589,Pop MFY,Pop tumani,102
3590,Pop QFY,Pop tumani,102
3591,Pungon QFY,Pop tumani,102
3592,S.Ergashev MFY,Pop tumani,102
3593,S.Raximov MFY,Pop tumani,102
3594,Shayxon MFY,Pop tumani,102
3595,Shomozor MFY,Pop tumani,102
3596,Soxibkor MFY,Pop tumani,102
3597,Temir yo`l usti. MFY,Pop tumani,102
3598,Tepaqurg`on MFY,Pop tumani,102
3599,Tinchlik MFY,Pop tumani,102
3600,Toshqurg`on MFY,Pop tumani,102
3601,Tuman-1 MFY,Pop tumani,102
3602,U.Ikromov MFY,Pop tumani,102
3603,uch uyli MFY,Pop tumani,102
3604,Ultarma MFY,Pop tumani,102
3605,Uyg`ur QFY,Pop tumani,102
3606,Uyg`ursoy SHFY,Pop tumani,102
3607,Uyg`ursoy SHFY,Pop tumani,102
3608,Uyg`ur MFY,Pop tumani,102
3609,O`zbekiston MFY,Pop tumani,102
3610,Vodiy MFY,Pop tumani,102
3611,H.Olimjon MFY,Pop tumani,102
3612,Xalkobod-1 MFY,Pop tumani,102
3613,Xalkobod-2 MFY,Pop tumani,102
3614,Xalkobod-3 MFY,Pop tumani,102
3615,Xalkobod-4 MFY,Pop tumani,102
3616,Xalqabod SHFY,Pop tumani,102
3617,Hamza MFY,Pop tumani,102
3618,Hazrati bob MFY,Pop tumani,102
3619,Xo`jaobod-1 MFY,Pop tumani,102
3620,Xo`jaobod-2 MFY,Pop tumani,102
3621,Xonobod urta MFY,Pop tumani,102
3622,Yakkatut MFY,Pop tumani,102
3623,Yangier MFY,Pop tumani,102
3624,Yangi qishloq MFY,Pop tumani,102
3625,Yangichek MFY,Pop tumani,102
3626,Yangiobod MFY,Pop tumani,102
3627,Yangihayot QFY,Pop tumani,102
3628,Yu.Xotamov MFY,Pop tumani,102
3629,Yuqori chodak boshi MFY,Pop tumani,102
3630,Yukori qishloq MFY,Pop tumani,102
3631,Elxon,To'raqo'rg'on tumani,103
3632,Er Masjid MFY,To'raqo'rg'on tumani,103
3633,Ettikon MFY,To'raqo'rg'on tumani,103
3634,Axsi QFY,To'raqo'rg'on tumani,103
3635,Axsi MFY,To'raqo'rg'on tumani,103
3636,Bekobod MFY,To'raqo'rg'on tumani,103
3637,Beruniy MFY,To'raqo'rg'on tumani,103
3638,Baxt,To'raqo'rg'on tumani,103
3639,Birlashgan MFY,To'raqo'rg'on tumani,103
3640,Bordimkul MFY,To'raqo'rg'on tumani,103
3641,Buramatut QFY,To'raqo'rg'on tumani,103
3642,Buramatut MFY,To'raqo'rg'on tumani,103
3643,Ch.Kuprik,To'raqo'rg'on tumani,103
3644,Chorbog` MFY,To'raqo'rg'on tumani,103
3645,Dasht MFY,To'raqo'rg'on tumani,103
3646,Dukat MFY,To'raqo'rg'on tumani,103
3647,Eshonchek MFY,To'raqo'rg'on tumani,103
3648,Fayziobod MFY,To'raqo'rg'on tumani,103
3649,Go`zal,To'raqo'rg'on tumani,103
3650,Guliston MFY,To'raqo'rg'on tumani,103
3651,Gulkishloq MFY,To'raqo'rg'on tumani,103
3652,Ibrat MFY,To'raqo'rg'on tumani,103
3653,Isvaxon MFY,To'raqo'rg'on tumani,103
3654,Kalvak MFY,To'raqo'rg'on tumani,103
3655,Qashqarguzar MFY,To'raqo'rg'on tumani,103
3656,Qatag`on MFY,To'raqo'rg'on tumani,103
3657,Qatag`on-Saroy QFY,To'raqo'rg'on tumani,103
3658,Katta Qo`rg`oncha MFY,To'raqo'rg'on tumani,103
3659,Katta-Qurama MFY,To'raqo'rg'on tumani,103
3660,Kichik Qo`rg`oncha MFY,To'raqo'rg'on tumani,103
3661,Kodirobod MFY,To'raqo'rg'on tumani,103
3662,Kujron MFY,To'raqo'rg'on tumani,103
3663,Kumidon MFY,To'raqo'rg'on tumani,103
3664,Qushqayrag`och MFY,To'raqo'rg'on tumani,103
3665,Kuymazor MFY,To'raqo'rg'on tumani,103
3666,Langarbobo MFY,To'raqo'rg'on tumani,103
3667,M.Kayumov MFY,To'raqo'rg'on tumani,103
3668,Majnuntol MFY,To'raqo'rg'on tumani,103
3669,Mozorkuxna MFY,To'raqo'rg'on tumani,103
3670,Obod MFY,To'raqo'rg'on tumani,103
3671,Obodon MFY,To'raqo'rg'on tumani,103
3672,Okava MFY,To'raqo'rg'on tumani,103
3673,Oktosh MFY,To'raqo'rg'on tumani,103
3674,Oktosh shfy,To'raqo'rg'on tumani,103
3675,Olchin MFY,To'raqo'rg'on tumani,103
3676,Ozod MFY,To'raqo'rg'on tumani,103
3677,Parasmon MFY,To'raqo'rg'on tumani,103
3678,Past Naymancha MFY,To'raqo'rg'on tumani,103
3679,Past-Mugultoy MFY,To'raqo'rg'on tumani,103
3680,Saroy MFY,To'raqo'rg'on tumani,103
3681,Sayram QFY,To'raqo'rg'on tumani,103
3682,Shark MFY,To'raqo'rg'on tumani,103
3683,Shaxand QFY,To'raqo'rg'on tumani,103
3684,Shovon MFY,To'raqo'rg'on tumani,103
3685,Shoxidon MFY,To'raqo'rg'on tumani,103
3686,Soxibkor MFY,To'raqo'rg'on tumani,103
3687,Soxilobod-1,To'raqo'rg'on tumani,103
3688,Soxilobod-2,To'raqo'rg'on tumani,103
3689,Temirqishloq MFY,To'raqo'rg'on tumani,103
3690,Tepa Naymancha MFY,To'raqo'rg'on tumani,103
3691,Toshkent MFY,To'raqo'rg'on tumani,103
3692,Toshlok MFY,To'raqo'rg'on tumani,103
3693,Turkiston MFY,To'raqo'rg'on tumani,103
3694,O`rda MFY,To'raqo'rg'on tumani,103
3695,O`rta qishloq MFY,To'raqo'rg'on tumani,103
3696,O`zbekiston MFY,To'raqo'rg'on tumani,103
3697,O`zbekiston MFY,To'raqo'rg'on tumani,103
3698,H.Olimjon,To'raqo'rg'on tumani,103
3699,Xolmatov QFY,To'raqo'rg'on tumani,103
3700,Xujand MFY,To'raqo'rg'on tumani,103
3701,Xujand QFY,To'raqo'rg'on tumani,103
3702,Yakkatom MFY,To'raqo'rg'on tumani,103
3703,Yangi shaxar MFY,To'raqo'rg'on tumani,103
3704,Yangi hayot MFY,To'raqo'rg'on tumani,103
3705,Yangiobod MFY,To'raqo'rg'on tumani,103
3706,Yangiobod MFY,To'raqo'rg'on tumani,103
3707,Yortepa QFY,To'raqo'rg'on tumani,103
3708,Yortepa kucha,To'raqo'rg'on tumani,103
3709,Yortepa MFY,To'raqo'rg'on tumani,103
3710,Yu.Mugultoy,To'raqo'rg'on tumani,103
3711,Zarbdor MFY,To'raqo'rg'on tumani,103
3712,A.Mo`minov MFY,Uychi tumani,104
3713,Beruniy MFY,Uychi tumani,104
3714,Balandariq MFY,Uychi tumani,104
3715,Birlashgan QFY,Uychi tumani,104
3716,Bog` ko`cha MFY,Uychi tumani,104
3717,Bog` MFY,Uychi tumani,104
3718,Boyagon MFY,Uychi tumani,104
3719,Bsston MFY,Uychi tumani,104
