ID,Mahalla,Tuman,ID (tuman)
4961,Besh chinor MFY,Samarqand shahri,122
4962,Beshg`ujum MFY,Samarqand shahri,122
4963,Baraka MFY,Samarqand shahri,122
4964,Baxor MFY,Samarqand shahri,122
4965,Birlik MFY,Samarqand shahri,122
4966,Bog`i baland MFY,Samarqand shahri,122
4967,Bog`i maydon MFY,Samarqand shahri,122
4968,Bog`bonlar MFY,Samarqand shahri,122
4969,Bog`dod MFY,Samarqand shahri,122
4970,Bog`i baland-2 MFY,Samarqand shahri,122
4971,Bog`i maydon 2 MFY,Samarqand shahri,122
4972,Bog`i saroy MFY,Samarqand shahri,122
4973,Bog`i shamol MFY,Samarqand shahri,122
4974,Bog`i shifo MFY,Samarqand shahri,122
4975,Bog`i Temur MFY,Samarqand shahri,122
4976,Bog`ichinor MFY,Samarqand shahri,122
4977,Bog`iston MFY,Samarqand shahri,122
4978,Botir Zokirov MFY,Samarqand shahri,122
4979,Bunyod MFY,Samarqand shahri,122
4980,Bunyodkor MFY,Samarqand shahri,122
4981,Buston MFY,Samarqand shahri,122
4982,Chaqar MFY,Samarqand shahri,122
4983,Chashma MFY,Samarqand shahri,122
4984,Chilkuduk MFY,Samarqand shahri,122
4985,Chilstun MFY,Samarqand shahri,122
4986,Chorbog` MFY,Samarqand shahri,122
4987,Chupon ota MFY,Samarqand shahri,122
4988,D. Samarqandiy MFY,Samarqand shahri,122
4989,D.Qalandarxona MFY,Samarqand shahri,122
4990,Devori Kundalang MFY,Samarqand shahri,122
4991,Dehqon MFY,Samarqand shahri,122
4992,Dahbediy MFY,Samarqand shahri,122
4993,Damarik-1 MFY,Samarqand shahri,122
4994,Darg`om MFY,Samarqand shahri,122
4995,Dari Zanjir MFY,Samarqand shahri,122
4996,Dukchiyon MFY,Samarqand shahri,122
4997,Do`stlik MFY,Samarqand shahri,122
4998,Eski Qalandarxona MFY,Samarqand shahri,122
4999,Eski Xazora MFY,Samarqand shahri,122
5000,Farog`at MFY,Samarqand shahri,122
5001,Farovonlik MFY,Samarqand shahri,122
5002,Farxod shfy,Samarqand shahri,122
5003,Furqat MFY,Samarqand shahri,122
5004,G`afur G`ulom MFY,Samarqand shahri,122
5005,G`iyosiddin Jamshid MFY,Samarqand shahri,122
5006,Geofizika MFY,Samarqand shahri,122
5007,Galaosiyo MFY,Samarqand shahri,122
5008,Garmako MFY,Samarqand shahri,122
5009,Gulbaxor MFY,Samarqand shahri,122
5010,Guliston MFY,Samarqand shahri,122
5011,Gullar bogi MFY,Samarqand shahri,122
5012,Guri Amir MFY,Samarqand shahri,122
5013,Ibn Sino MFY,Samarqand shahri,122
5014,Ibrohim Xuja MFY,Samarqand shahri,122
5015,Ilmobod MFY,Samarqand shahri,122
5016,Ilxom MFY,Samarqand shahri,122
5017,Imom Vose MFY,Samarqand shahri,122
5018,Ipak yo`li MFY,Samarqand shahri,122
5019,Islohot MFY,Samarqand shahri,122
5020,Istiqlol MFY,Samarqand shahri,122
5021,Istiqbol MFY,Samarqand shahri,122
5022,Izvoshchilar MFY,Samarqand shahri,122
5023,Joyi chukur MFY,Samarqand shahri,122
5024,Kadriyat MFY,Samarqand shahri,122
5025,Kaftarxona MFY,Samarqand shahri,122
5026,Kaftarxona-2 MFY,Samarqand shahri,122
5027,Kamolot MFY,Samarqand shahri,122
5028,Karshi yuli MFY,Samarqand shahri,122
5029,Katta arik MFY,Samarqand shahri,122
5030,Kattakurgon MFY,Samarqand shahri,122
5031,Kavarzor MFY,Samarqand shahri,122
5032,Kavola MFY,Samarqand shahri,122
5033,Kavola-3 MFY,Samarqand shahri,122
5034,Kimyogarlar shfy,Samarqand shahri,122
5035,Kir MFY,Samarqand shahri,122
5036,Kuk maschid MFY,Samarqand shahri,122
5037,Kuksaroy MFY,Samarqand shahri,122
5038,Kul MFY,Samarqand shahri,122
5039,Kundi Sufi MFY,Samarqand shahri,122
5040,Kurgoncha MFY,Samarqand shahri,122
5041,Kush bakkoli MFY,Samarqand shahri,122
5042,Kush chinor MFY,Samarqand shahri,122
5043,Kush Hovuz MFY,Samarqand shahri,122
5044,Kuyi Xuja Soat MFY,Samarqand shahri,122
5045,Lolazor-2 MFY,Samarqand shahri,122
5046,Loxutiy MFY,Samarqand shahri,122
5047,Luchchakon MFY,Samarqand shahri,122
5048,M.Kungirokdor MFY,Samarqand shahri,122
5049,Mevazor MFY,Samarqand shahri,122
5050,Mexnat MFY,Samarqand shahri,122
5051,Mexrobod MFY,Samarqand shahri,122
5052,Madadkor MFY,Samarqand shahri,122
5053,Madaniyat MFY,Samarqand shahri,122
5054,Maroqand MFY,Samarqand shahri,122
5055,Marxabo MFY,Samarqand shahri,122
5056,Mash`al MFY,Samarqand shahri,122
5057,Matonat MFY,Samarqand shahri,122
5058,Maqsud Shayxzoda MFY,Samarqand shahri,122
5059,Maysazor MFY,Samarqand shahri,122
5060,Ming tut MFY,Samarqand shahri,122
5061,Mir Said Baraka MFY,Samarqand shahri,122
5062,Mirzo Ulugbek MFY,Samarqand shahri,122
5063,Motrid MFY,Samarqand shahri,122
5064,Muborak MFY,Samarqand shahri,122
5065,Mulyon MFY,Samarqand shahri,122
5066,Mulyon-2 MFY,Samarqand shahri,122
5067,Mustakillik MFY,Samarqand shahri,122
5068,Namozgoh MFY,Samarqand shahri,122
5069,Navbaxor MFY,Samarqand shahri,122
5070,Navbogchiyon MFY,Samarqand shahri,122
5071,Navro`z MFY,Samarqand shahri,122
5072,Navro`z-2 MFY,Samarqand shahri,122
5073,Nayman MFY,Samarqand shahri,122
5074,Nodirabegim MFY,Samarqand shahri,122
5075,Nurafshon MFY,Samarqand shahri,122
5076,Nurli kelajak MFY,Samarqand shahri,122
5077,Nurli yul MFY,Samarqand shahri,122
5078,Nurobod MFY,Samarqand shahri,122
5079,Obi Rahmat MFY,Samarqand shahri,122
5080,Obod MFY,Samarqand shahri,122
5081,Oksaroy MFY,Samarqand shahri,122
5082,Oltin Asr MFY,Samarqand shahri,122
5083,Orzu MFY,Samarqand shahri,122
5084,Panjob MFY,Samarqand shahri,122
5085,Puli Mirzo MFY,Samarqand shahri,122
5086,Qircha MFY,Samarqand shahri,122
5087,Qumzor MFY,Samarqand shahri,122
5088,Raim Shokirbekov MFY,Samarqand shahri,122
5089,Raxmatobod MFY,Samarqand shahri,122
5090,Rohat MFY,Samarqand shahri,122
5091,Semurg` MFY,Samarqand shahri,122
5092,Sevali MFY,Samarqand shahri,122
5093,Sa`di Sheroziy MFY,Samarqand shahri,122
5094,Sadaf MFY,Samarqand shahri,122
5095,Sadriddin Ayniy MFY,Samarqand shahri,122
5096,Safedi MFY,Samarqand shahri,122
5097,Said mahalla MFY,Samarqand shahri,122
5098,Sarbadorlar MFY,Samarqand shahri,122
5099,Sarbon MFY,Samarqand shahri,122
5100,Sattepo MFY,Samarqand shahri,122
5101,Saxovat MFY,Samarqand shahri,122
5102,Sharq Yulduzi MFY,Samarqand shahri,122
5103,Sharq MFY,Samarqand shahri,122
5104,Shaxriobod MFY,Samarqand shahri,122
5105,Shirin MFY,Samarqand shahri,122
5106,Shodlik MFY,Samarqand shahri,122
5107,Shoyiboflar MFY,Samarqand shahri,122
5108,Shukrona MFY,Samarqand shahri,122
5109,Shuxrat MFY,Samarqand shahri,122
5110,Siyobcha MFY,Samarqand shahri,122
5111,So`lim shfy,Samarqand shahri,122
5112,Sufi Roziq MFY,Samarqand shahri,122
5113,Sugdiyona MFY,Samarqand shahri,122
5114,Suzangaron MFY,Samarqand shahri,122
5115,Temiryulchilar MFY,Samarqand shahri,122
5116,Terakzor MFY,Samarqand shahri,122
5117,Tadbirkorlar MFY,Samarqand shahri,122
5118,Tazar MFY,Samarqand shahri,122
5119,Tinchlik MFY,Samarqand shahri,122
5120,Tojmahal MFY,Samarqand shahri,122
5121,Tokzor MFY,Samarqand shahri,122
5122,Tong MFY,Samarqand shahri,122
5123,Toshkandiy MFY,Samarqand shahri,122
5124,Tupxona MFY,Samarqand shahri,122
5125,Turon MFY,Samarqand shahri,122
5126,Tutzor MFY,Samarqand shahri,122
5127,Urguti MFY,Samarqand shahri,122
5128,Urikzor MFY,Samarqand shahri,122
5129,Urta Xuja Soat MFY,Samarqand shahri,122
5130,Uvaysiy MFY,Samarqand shahri,122
5131,Vatanparvar MFY,Samarqand shahri,122
5132,Xadicha Sulaymonova MFY,Samarqand shahri,122
5133,Xalifa Ibrohim MFY,Samarqand shahri,122
5134,Xalkobod MFY,Samarqand shahri,122
5135,Xamid Olimjon MFY,Samarqand shahri,122
5136,Xayotobod MFY,Samarqand shahri,122
5137,Xazora MFY,Samarqand shahri,122
5138,Hilol MFY,Samarqand shahri,122
5139,Hofiz Sheroziy MFY,Samarqand shahri,122
5140,Xo`ja Abdu Darun MFY,Samarqand shahri,122
5141,Xo`ja Axrori Vali MFY,Samarqand shahri,122
5142,Xo`ja Chorrux MFY,Samarqand shahri,122
5143,Xo`ja gunjoyish MFY,Samarqand shahri,122
5144,Xo`ja gunjoyish-2 MFY,Samarqand shahri,122
5145,Xo`ja Qishloq MFY,Samarqand shahri,122
5146,Xo`ja Soat MFY,Samarqand shahri,122
5147,Xo`ja Yusuf MFY,Samarqand shahri,122
5148,Xo`jandiy MFY,Samarqand shahri,122
5149,Yangi Qo`rg`on MFY,Samarqand shahri,122
5150,Yangi obod MFY,Samarqand shahri,122
5151,Yangi Hayot MFY,Samarqand shahri,122
5152,Yangi Xayrabod MFY,Samarqand shahri,122
5153,Yominiy MFY,Samarqand shahri,122
5154,Yoshlar MFY,Samarqand shahri,122
5155,Yoshlik MFY,Samarqand shahri,122
5156,Yuqori Xo`ja Soat MFY,Samarqand shahri,122
5157,Yulduz MFY,Samarqand shahri,122
5158,Zarafshon MFY,Samarqand shahri,122
5159,Zarduzlar MFY,Samarqand shahri,122
5160,Zargartepo MFY,Samarqand shahri,122
5161,Ziyokorlar MFY,Samarqand shahri,122
5162,Ziyolilar MFY,Samarqand shahri,122
5163,Zominiy MFY,Samarqand shahri,122
5164,Zulfiya MFY,Samarqand shahri,122
5165,Adas MFY,Toyloq tumani,123
5166,Adas QFY,Toyloq tumani,123
5167,Bachki MFY,Toyloq tumani,123
5168,Baxshitepa MFY,Toyloq tumani,123
5169,Bog`izog`on QFY,Toyloq tumani,123
5170,Bogizogon MFY,Toyloq tumani,123
5171,Butboy MFY,Toyloq tumani,123
5172,Chorboktepa MFY,Toyloq tumani,123
5173,Davlatobod MFY,Toyloq tumani,123
5174,Do`stlik MFY,Toyloq tumani,123
5175,Eskijuma MFY,Toyloq tumani,123
5176,Fayziobod MFY,Toyloq tumani,123
5177,Gadoykushchi MFY,Toyloq tumani,123
5178,Galabotir MFY,Toyloq tumani,123
5179,Gulba MFY,Toyloq tumani,123
5180,Gulba QFY,Toyloq tumani,123
5181,Jalolobod MFY,Toyloq tumani,123
5182,Jumabozor MFY,Toyloq tumani,123
5183,Jumabozor QFY,Toyloq tumani,123
5184,Katta Taylok MFY,Toyloq tumani,123
5185,Kovchinon MFY,Toyloq tumani,123
5186,Kurgoncha MFY,Toyloq tumani,123
5187,Madaniyat MFY,Toyloq tumani,123
5188,Madaniyat QFY,Toyloq tumani,123
5189,Mulkiayoz MFY,Toyloq tumani,123
5190,Nakkashon MFY,Toyloq tumani,123
5191,Navzandak MFY,Toyloq tumani,123
5192,Nayman-1 MFY,Toyloq tumani,123
5193,Nayman-2 MFY,Toyloq tumani,123
5194,Payshanbasiyob MFY,Toyloq tumani,123
5195,Qo`rg`oncha QFY,Toyloq tumani,123
5196,Ravot MFY,Toyloq tumani,123
5197,Saribozor MFY,Toyloq tumani,123
5198,Sariosiyo MFY,Toyloq tumani,123
5199,Shopulot MFY,Toyloq tumani,123
5200,Sochak-1 MFY,Toyloq tumani,123
5201,Sochak-2 MFY,Toyloq tumani,123
5202,Sochak-3 MFY,Toyloq tumani,123
5203,Sochakibolo QFY,Toyloq tumani,123
5204,Sochakipoyon-1 MFY,Toyloq tumani,123
5205,Sochakipoyon-2 MFY,Toyloq tumani,123
5206,Tepaqishloq MFY,Toyloq tumani,123
5207,Tepaqishloq QFY,Toyloq tumani,123
5208,Talliota MFY,Toyloq tumani,123
5209,Tayloq QFY,Toyloq tumani,123
5210,Ukrach MFY,Toyloq tumani,123
5211,Uray-Elipok MFY,Toyloq tumani,123
5212,O`rtaqishloq MFY,Toyloq tumani,123
5213,O`zbekiston MFY,Toyloq tumani,123
5214,Uzunqishloq MFY,Toyloq tumani,123
5215,Vorsin MFY,Toyloq tumani,123
5216,Xo`jaqishloq MFY,Toyloq tumani,123
5217,Xo`jayuz MFY,Toyloq tumani,123
5218,Yalang`och MFY,Toyloq tumani,123
5219,Yangi Tayloq MFY,Toyloq tumani,123
5220,Yangi Hayot MFY,Toyloq tumani,123
5221,Yastepa MFY,Toyloq tumani,123
5222,Yuqori Tayloq MFY,Toyloq tumani,123
5223,Zarafshon MFY,Toyloq tumani,123
5224,Etti uylik MFY,Urgut tumani,124
5225,A`loxotin MFY,Urgut tumani,124
5226,Algar MFY,Urgut tumani,124
5227,Andak MFY,Urgut tumani,124
5228,Bekravot MFY,Urgut tumani,124
5229,Beshbuloq QFY,Urgut tumani,124
5230,Beshkal MFY,Urgut tumani,124
5231,Beshkapa -1 MFY,Urgut tumani,124
5232,Beshkapa MFY,Urgut tumani,124
5233,Beshkapa-2 MFY,Urgut tumani,124
5234,Beshyog`och MFY,Urgut tumani,124
5235,Baxrin MFY,Urgut tumani,124
5236,Baxrin QFY,Urgut tumani,124
5237,Bog`ishamol MFY,Urgut tumani,124
5238,Boybul MFY,Urgut tumani,124
5239,Chagizmon MFY,Urgut tumani,124
5240,Chor-chinor MFY,Urgut tumani,124
5241,Chorraha MFY,Urgut tumani,124
5242,Choshtepa MFY,Urgut tumani,124
5243,Chumchuqli MFY,Urgut tumani,124
5244,Do`stlik MFY,Urgut tumani,124
5245,Do`stlik MFY,Urgut tumani,124
5246,G`o`s QFY,Urgut tumani,124
5247,Gijduvon MFY,Urgut tumani,124
5248,Gisht machti MFY,Urgut tumani,124
5249,Goyibota MFY,Urgut tumani,124
5250,Go`slik MFY,Urgut tumani,124
5251,Guliston MFY,Urgut tumani,124
5252,Guliston MFY,Urgut tumani,124
5253,Gulobod MFY,Urgut tumani,124
5254,Guzni MFY,Urgut tumani,124
5255,Hamza QFY,Urgut tumani,124
5256,Ilonli MFY,Urgut tumani,124
5257,Ilonli QFY,Urgut tumani,124
5258,Ipakli MFY,Urgut tumani,124
5259,Ishchan MFY,Urgut tumani,124
5260,Ispanza QFY,Urgut tumani,124
5261,Jarkishlok MFY,Urgut tumani,124
5262,Jartepa MFY,Urgut tumani,124
5263,Jartepa QFY,Urgut tumani,124
5264,Jayratepa MFY,Urgut tumani,124
5265,Jozmon MFY,Urgut tumani,124
5266,Juraptepa MFY,Urgut tumani,124
5267,K.Torinjak MFY,Urgut tumani,124
5268,K.Torinjak MFY,Urgut tumani,124
5269,Kenagas MFY,Urgut tumani,124
5270,Kamangaron MFY,Urgut tumani,124
5271,Kamangaroncha MFY,Urgut tumani,124
5272,Kamardon MFY,Urgut tumani,124
5273,Kayrokli MFY,Urgut tumani,124
5274,Kayrokli MFY,Urgut tumani,124
5275,Kingir MFY,Urgut tumani,124
5276,Kizilbosh MFY,Urgut tumani,124
5277,Koldivoyjar MFY,Urgut tumani,124
5278,Koratepa MFY,Urgut tumani,124
5279,Kulkishlok MFY,Urgut tumani,124
5280,Kulollik MFY,Urgut tumani,124
5281,Kutarma MFY,Urgut tumani,124
5282,Kuyi algar MFY,Urgut tumani,124
5283,Kuyi guzar MFY,Urgut tumani,124
5284,Kuyi Tegana MFY,Urgut tumani,124
5285,Quyiqishloq MFY,Urgut tumani,124
5286,Kuzichi MFY,Urgut tumani,124
5287,Mergancha MFY,Urgut tumani,124
5288,Mangitobod MFY,Urgut tumani,124
5289,Mazortepa MFY,Urgut tumani,124
5290,Mirzaboglon MFY,Urgut tumani,124
5291,Mirzakishlok MFY,Urgut tumani,124
5292,Mirzaqishloq QFY,Urgut tumani,124
5293,Mugol MFY,Urgut tumani,124
5294,Muminobod-1 MFY,Urgut tumani,124
5295,Muminobod-2 MFY,Urgut tumani,124
5296,Murotkishlok MFY,Urgut tumani,124
5297,Navbog MFY,Urgut tumani,124
5298,Nisbot MFY,Urgut tumani,124
5299,Okmachit MFY,Urgut tumani,124
5300,Omonqo`tan MFY,Urgut tumani,124
5301,O`ramas QFY,Urgut tumani,124
5302,P. Kalangar MFY,Urgut tumani,124
5303,Paxmob MFY,Urgut tumani,124
5304,Pochvon MFY,Urgut tumani,124
5305,Pochvon QFY,Urgut tumani,124
5306,Qorotepa QFY,Urgut tumani,124
5307,Raxmatobod MFY,Urgut tumani,124
5308,Sanchikul MFY,Urgut tumani,124
5309,Sanchikul MFY,Urgut tumani,124
5310,Sariqtepa MFY,Urgut tumani,124
5311,Satang MFY,Urgut tumani,124
5312,Savgon MFY,Urgut tumani,124
5313,Shahar mfylari,Urgut tumani,124
5314,Soy guzar MFY,Urgut tumani,124
5315,Soygus MFY,Urgut tumani,124
5316,So`fiyon MFY,Urgut tumani,124
5317,Sufi MFY,Urgut tumani,124
5318,Terak MFY,Urgut tumani,124
5319,Tersak MFY,Urgut tumani,124
5320,Tarokli MFY,Urgut tumani,124
5321,Tosharik MFY,Urgut tumani,124
5322,Turtkul MFY,Urgut tumani,124
5323,Ukrach MFY,Urgut tumani,124
5324,Uramas MFY,Urgut tumani,124
5325,Urokboyjar MFY,Urgut tumani,124
5326,Urta guzar MFY,Urgut tumani,124
5327,Uzun MFY,Urgut tumani,124
5328,Vagashti MFY,Urgut tumani,124
5329,Vatak MFY,Urgut tumani,124
5330,Vatkan-Kuzibek MFY,Urgut tumani,124
5331,Xuja guzar MFY,Urgut tumani,124
5332,Xujabaland MFY,Urgut tumani,124
5333,Xujayduk MFY,Urgut tumani,124
5334,Yalpoqtepa MFY,Urgut tumani,124
5335,Yangiariq QFY,Urgut tumani,124
5336,Yu. Qalangar MFY,Urgut tumani,124
5337,Yuqori Tegana MFY,Urgut tumani,124
5338,Zinak MFY,Urgut tumani,124
5339,A.Navoiy QFY,Angor tumani,125
5340,Angor MFY,Angor tumani,125
5341,Angor QFY,Angor tumani,125
5342,Baxor MFY,Angor tumani,125
5343,Chinobod MFY,Angor tumani,125
5344,Dehqonbirlashuv MFY,Angor tumani,125
5345,Dehqonittifok MFY,Angor tumani,125
5346,Do`stlik MFY,Angor tumani,125
5347,Do`stlik QFY,Angor tumani,125
5348,Gilambob MFY,Angor tumani,125
5349,Gilambob MFY,Angor tumani,125
5350,Guliston MFY,Angor tumani,125
5351,Gulzor MFY,Angor tumani,125
5352,Ilg`or MFY,Angor tumani,125
5353,Istiqlol QFY,Angor tumani,125
5354,Karvon MFY,Angor tumani,125
5355,Kattakum MFY,Angor tumani,125
5356,Kayran MFY,Angor tumani,125
5357,Kayran QFY,Angor tumani,125
5358,Qo`shtegirmon MFY,Angor tumani,125
5359,Madaniyat MFY,Angor tumani,125
5360,Markaz MFY,Angor tumani,125
5361,Navoiy MFY,Angor tumani,125
5362,Navro`z MFY,Angor tumani,125
5363,Navshaxar MFY,Angor tumani,125
5364,Ozod Buxoro MFY,Angor tumani,125
5365,O`zbekiston MFY,Angor tumani,125
5366,Qorabog` MFY,Angor tumani,125
5367,Qorasuv MFY,Angor tumani,125
5368,Tallashkon MFY,Angor tumani,125
5369,Tallimaron MFY,Angor tumani,125
5370,Tallimaron QFY,Angor tumani,125
5371,To`lkin MFY,Angor tumani,125
5372,Ulug`bek MFY,Angor tumani,125
5373,Xomkon MFY,Angor tumani,125
5374,Xujanko MFY,Angor tumani,125
5375,Y. Oxunboboev MFY,Angor tumani,125
5376,Yangi Turmush MFY,Angor tumani,125
5377,Yangiobod MFY,Angor tumani,125
5378,Yangiobod QFY,Angor tumani,125
5379,Yuqori Tallashqon MFY,Angor tumani,125
5380,Yuqori Xo`jakiya MFY,Angor tumani,125
5381,Zang QFY,Angor tumani,125
5382,Zartepa MFY,Angor tumani,125
5383,Avlod QFY,Boysun tumani,126
5384,Alachapon (Jamoatchi) MFY,Boysun tumani,126
5385,Ariq usti MFY,Boysun tumani,126
5386,Avlod MFY,Boysun tumani,126
5387,Bibishirin MFY,Boysun tumani,126
5388,Bog`ibolo MFY,Boysun tumani,126
5389,Boysun QFY,Boysun tumani,126
5390,Chilonzor MFY,Boysun tumani,126
5391,Chorchinor MFY,Boysun tumani,126
5392,Dexibolo (Jamoatchi) MFY,Boysun tumani,126
5393,Darband MFY,Boysun tumani,126
5394,Darband QFY,Boysun tumani,126
5395,Dashtig`oz MFY,Boysun tumani,126
5396,Duoba MFY,Boysun tumani,126
5397,Gaza MFY,Boysun tumani,126
5398,Inkabot MFY,Boysun tumani,126
5399,Kofrun MFY,Boysun tumani,126
5400,Kuchkak MFY,Boysun tumani,126
5401,Machay QFY,Boysun tumani,126
5402,Munchok MFY,Boysun tumani,126
5403,Mustakillik MFY,Boysun tumani,126
5404,N`a`zamov MFY,Boysun tumani,126
5405,Obi MFY,Boysun tumani,126
5406,O`rta Machay MFY,Boysun tumani,126
5407,Pasurxi MFY,Boysun tumani,126
5408,Poygaboshi MFY,Boysun tumani,126
5409,Pulhokim MFY,Boysun tumani,126
5410,Qizilnavr (Jamoatchi) MFY,Boysun tumani,126
5411,Qorabo`yin MFY,Boysun tumani,126
5412,Qo`rg`oncha MFY,Boysun tumani,126
5413,Qo`rgoncha QFY,Boysun tumani,126
5414,Quduqsoy MFY,Boysun tumani,126
5415,Rabot MFY,Boysun tumani,126
5416,Rabot QFY,Boysun tumani,126
5417,Sangchil MFY,Boysun tumani,126
5418,Sariosiyo MFY,Boysun tumani,126
5419,Sayrob MFY,Boysun tumani,126
5420,Sayrob QFY,Boysun tumani,126
5421,Sho`rob (Jamoatchi),Boysun tumani,126
5422,Sho`rsoy MFY,Boysun tumani,126
5423,Tangumush MFY,Boysun tumani,126
5424,Tuda (Jamoatchi) MFY,Boysun tumani,126
5425,Tuzbozor MFY,Boysun tumani,126
5426,Xo`jabulg`on MFY,Boysun tumani,126
5427,Yu.Qodirov MFY,Boysun tumani,126
5428,Yuqori machay MFY,Boysun tumani,126
5429,Bobotog` (Jamoatchi) MFY,Denov tumani,127
5430,Mingbuloq MFY,Denov tumani,127
5431,Sh.Norqobilov MFY,Denov tumani,127
5432,A.Ikromov MFY,Denov tumani,127
5433,A.Jomiy MFY,Denov tumani,127
5434,A.Shukurov MFY,Denov tumani,127
5435,A.Turdiev MFY,Denov tumani,127
5436,Abbos Malik MFY,Denov tumani,127
5437,Anbarsoy QFY,Denov tumani,127
5438,Anorbuloq (Jamoatchi) MFY,Denov tumani,127
5439,B.G`ulomov (sina 1) MFY,Denov tumani,127
5440,B.Yusupov MFY,Denov tumani,127
5441,Bandixon (Jamoatchi) MFY,Denov tumani,127
5442,Baynalminal MFY,Denov tumani,127
5443,Binokor QFY,Denov tumani,127
5444,Chagam (Jamoatchi) MFY,Denov tumani,127
5445,Chambil MFY,Denov tumani,127
5446,Chim MFY,Denov tumani,127
5447,Chorgul MFY,Denov tumani,127
5448,Chukurqishloq MFY,Denov tumani,127
5449,Chuntosh MFY,Denov tumani,127
5450,Denov QFY,Denov tumani,127
5451,Dashtichinor MFY,Denov tumani,127
5452,Davlatsoy MFY,Denov tumani,127
5453,Daxana QFY MFY,Denov tumani,127
5454,Daxana MFY,Denov tumani,127
5455,Dug`ob (Jamoatchi) MFY,Denov tumani,127
5456,Dunyotepa MFY,Denov tumani,127
5457,Do`stlik QFY,Denov tumani,127
5458,Do`stlik MFY,Denov tumani,127
5459,E.Mirzaxmedov MFY,Denov tumani,127
5460,Elobod MFY,Denov tumani,127
5461,Farg`ona QFY,Denov tumani,127
5462,Guliston MFY,Denov tumani,127
5463,Guliston MFY,Denov tumani,127
5464,Gulobod MFY,Denov tumani,127
5465,I.Ismoilov (sina 2) MFY,Denov tumani,127
5466,Ibn Sino MFY,Denov tumani,127
5467,Istikbol MFY,Denov tumani,127
5468,Jamatak MFY,Denov tumani,127
5469,Jart?pa MFY,Denov tumani,127
5470,Jiydabuloq (Jamoatchi) MFY,Denov tumani,127
5471,K.Karimov MFY,Denov tumani,127
5472,K.Sayfullaev (sina 3) MFY,Denov tumani,127
5473,K.Xandalov MFY,Denov tumani,127
5474,Kenagas QFY,Denov tumani,127
5475,Katta-Qarshi MFY,Denov tumani,127
5476,Qaytmas MFY,Denov tumani,127
5477,Kiyovsuv (Jamoatchi) MFY,Denov tumani,127
5478,Kiziljar MFY,Denov tumani,127
5479,Kiziljar QFY,Denov tumani,127
5480,Korabogtepa MFY,Denov tumani,127
5481,Korakuz MFY,Denov tumani,127
5482,Koralang MFY,Denov tumani,127
5483,Koraxon MFY,Denov tumani,127
5484,Kovunlisoy MFY,Denov tumani,127
5485,Kuchakli MFY,Denov tumani,127
5486,Kukabulok MFY,Denov tumani,127
5487,Lagmonota MFY,Denov tumani,127
5488,Lochin MFY,Denov tumani,127
5489,Lolazor MFY,Denov tumani,127
5490,Lupon MFY,Denov tumani,127
5491,M.Sh.Oybek MFY,Denov tumani,127
5492,Minora MFY,Denov tumani,127
5493,Muqumiy MFY,Denov tumani,127
5494,Namozgox MFY,Denov tumani,127
5495,Navbaxor MFY,Denov tumani,127
5496,Navro`z MFY,Denov tumani,127
5497,Obodon MFY,Denov tumani,127
5498,Olovuddin MFY,Denov tumani,127
5499,Ostona MFY,Denov tumani,127
5500,Oxlar MFY,Denov tumani,127
5501,Oxtom MFY,Denov tumani,127
5502,Ozod MFY,Denov tumani,127
5503,O`rtaqishloq MFY,Denov tumani,127
5504,O`zgarish MFY,Denov tumani,127
5505,Pastkiziljar MFY,Denov tumani,127
5506,Paxtakurash MFY,Denov tumani,127
5507,Pistamozor QFY,Denov tumani,127
5508,Pojir (Jamoatchi) MFY,Denov tumani,127
5509,Qizilgul MFY,Denov tumani,127
5510,S.Bekmurodov MFY,Denov tumani,127
5511,S.Raximov MFY,Denov tumani,127
5512,Sebzor MFY,Denov tumani,127
5513,Sarixalka (Jamoatchi) MFY,Denov tumani,127
5514,Sh.Rashidov MFY,Denov tumani,127
5515,Shamoli MFY,Denov tumani,127
5516,Shaxrinav MFY,Denov tumani,127
5517,Sina QFY,Denov tumani,127
5518,Surnaytepa MFY,Denov tumani,127
5519,T.Tilavov (Jamoatchi) MFY,Denov tumani,127
5520,Terak (Jamoatchi) MFY,Denov tumani,127
5521,Tasmasoy MFY,Denov tumani,127
5522,Tolqishloq MFY,Denov tumani,127
5523,Tortuvli QFY,Denov tumani,127
5524,U.Qoraev MFY,Denov tumani,127
5525,U.Nabiev MFY,Denov tumani,127
5526,O`rta qishloq MFY,Denov tumani,127
5527,Ushor MFY,Denov tumani,127
5528,O`zbekiston MFY,Denov tumani,127
5529,X.Maxmudov MFY,Denov tumani,127
5530,X.Murodov MFY,Denov tumani,127
5531,X.Ostonaqulov MFY,Denov tumani,127
5532,X.X.Niyoziy MFY,Denov tumani,127
5533,Xayrabod QFY,Denov tumani,127
5534,Xazorbog` QFY,Denov tumani,127
5535,Xitoyan MFY,Denov tumani,127
5536,Xolchayon QFY,Denov tumani,127
5537,Xolchayon MFY,Denov tumani,127
5538,Xujakulsin (Jamoatchi) MFY,Denov tumani,127
5539,Xujaxalki MFY,Denov tumani,127
5540,Y.Oxunboboev MFY,Denov tumani,127
5541,Yangi hayot MFY,Denov tumani,127
5542,Yangi hazarbog` MFY,Denov tumani,127
5543,Yangibog` QFY,Denov tumani,127
5544,Yangiqishloq MFY,Denov tumani,127
